"SA_ID","BSEG_ID","FT_ID","FT_CREATED_DATE","FREEZE_DTTM","MATCH_EVT_ID","MEVT_STATUS_FLG","MATCH_EVENT_CREATE_DT","REF_WO_REQ_ID","REFUND_REQUEST_CREATED_DATE",
"2624090090","262881429345","262881712548",2026-07-16 04:17:17,2026-07-16 04:23:49,"262380479057","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881129490","262881239190",2026-07-16 04:17:18,2026-07-16 04:23:49,"262380762693","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881931181","262881360260",2026-07-16 04:17:23,2026-07-16 04:23:49,"262380017065","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881057336","262881984138",2026-07-16 04:17:25,2026-07-16 04:23:49,"262380867696","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881800390","262881935860",2026-07-16 04:17:27,2026-07-16 04:23:50,"262380492370","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881306702","262881478060",2026-07-16 04:17:33,2026-07-16 04:23:50,"262380074707","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262483031983","262483687499",2026-07-15 04:07:14,2026-07-15 04:10:27,"262380754611","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881737521","262881676033",2026-07-16 04:17:24,2026-07-16 04:23:49,"262380596380","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881168442","262881836336",2026-07-16 04:17:26,2026-07-16 04:23:50,"262380083220","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881190666","262881667803",2026-07-16 04:17:16,2026-07-16 04:23:49,"262380559523","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881040571","262881878628",2026-07-16 04:17:18,2026-07-16 04:23:49,"262380064010","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881047163","262881767444",2026-07-16 04:17:19,2026-07-16 04:23:49,"262380374765","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881664907","262881836933",2026-07-16 04:17:18,2026-07-16 04:23:49,"262380716381","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881329926","262881651621",2026-07-16 04:17:19,2026-07-16 04:23:49,"262380762049","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881338693","262881603565",2026-07-16 04:17:23,2026-07-16 04:23:49,"262380159556","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881133741","262881090888",2026-07-16 04:17:21,2026-07-16 04:23:49,"262380429075","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881937314","262881378910",2026-07-16 04:17:27,2026-07-16 04:23:50,"262380297678","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881612919","262881589627",2026-07-16 04:17:21,2026-07-16 04:23:49,"262380426764","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881457085","262881310918",2026-07-16 04:17:23,2026-07-16 04:23:49,"262380534681","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881213528","262881396435",2026-07-16 04:17:23,2026-07-16 04:23:49,"262380664411","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881828503","262881141178",2026-07-16 04:17:20,2026-07-16 04:23:49,"262380706927","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881699259","262881954023",2026-07-16 04:17:19,2026-07-16 04:23:49,"262380447803","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881299044","262881879297",2026-07-16 04:17:28,2026-07-16 04:23:50,"262380715135","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881474001","262881740196",2026-07-16 04:17:31,2026-07-16 04:23:50,"262380979568","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881987780","262881412517",2026-07-16 04:17:32,2026-07-16 04:23:50,"262380771798","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881559621","262881490738",2026-07-16 04:17:33,2026-07-16 04:23:50,"262380445686","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881280661","262881956026",2026-07-16 04:17:34,2026-07-16 04:23:50,"262380721829","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262483032959","262483659631",2026-07-15 04:07:14,2026-07-15 04:10:27,"262380731260","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881264818","262881422810",2026-07-16 04:17:25,2026-07-16 04:23:49,"262380891906","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881524734","262881717975",2026-07-16 04:17:19,2026-07-16 04:23:49,"262380300899","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881125591","262881219605",2026-07-16 04:17:18,2026-07-16 04:23:49,"262380927653","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881341501","262881633181",2026-07-16 04:17:28,2026-07-16 04:23:50,"262380924174","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881822126","262881883354",2026-07-16 04:17:18,2026-07-16 04:23:49,"262380659415","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881838870","262881893943",2026-07-16 04:17:20,2026-07-16 04:23:49,"262380002865","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881277174","262881561801",2026-07-16 04:17:34,2026-07-16 04:23:50,"262380414295","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881422367","262881210539",2026-07-16 04:17:26,2026-07-16 04:23:49,"262380038153","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881536423","262881015602",2026-07-16 04:17:29,2026-07-16 04:23:50,"262380463298","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262483800830","262483059453",2026-07-15 04:07:14,2026-07-15 04:10:27,"262380058882","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881518899","262881613696",2026-07-16 04:17:15,2026-07-16 04:23:49,"262380826743","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881387345","262881594210",2026-07-16 04:17:15,2026-07-16 04:23:49,"262380120619","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881879737","262881728590",2026-07-16 04:17:21,2026-07-16 04:23:49,"262380589316","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881598419","262881654366",2026-07-16 04:17:25,2026-07-16 04:23:49,"262380023026","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881652108","262881429910",2026-07-16 04:17:26,2026-07-16 04:23:50,"262380805540","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881025512","262881188197",2026-07-16 04:17:27,2026-07-16 04:23:50,"262380717157","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262881149339","262881499709",2026-07-16 04:17:32,2026-07-16 04:23:50,"262380525693","B ",2026-07-16 00:00:00,"752385517492",2026-07-16 04:29:05,
"2624090090","262433240937","262433926263",2026-07-17 04:11:29,2026-07-17 04:15:45,"262013025661","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433928169","262433251452",2026-07-17 04:11:55,2026-07-17 04:15:46,"262013943011","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433962018","262433625812",2026-07-17 04:11:35,2026-07-17 04:15:46,"262013787761","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262881926136","262881835075",2026-07-16 04:17:30,2026-07-16 04:23:50,"262013627239","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433200825","262433009708",2026-07-17 04:11:35,2026-07-17 04:15:46,"262013297892","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433447270","262433323013",2026-07-17 04:11:35,2026-07-17 04:15:46,"262013682313","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433632877","262433716918",2026-07-17 04:11:41,2026-07-17 04:15:46,"262013253449","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433398711","262433795207",2026-07-17 04:11:41,2026-07-17 04:15:46,"262013185985","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433810131","262433084282",2026-07-17 04:11:49,2026-07-17 04:15:46,"262013404627","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433115678","262433066245",2026-07-17 04:11:55,2026-07-17 04:15:46,"262013186700","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433980934","262433260156",2026-07-17 04:11:55,2026-07-17 04:15:46,"262013774425","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433685945","262433939637",2026-07-17 04:11:34,2026-07-17 04:15:46,"262013737888","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433416288","262433138602",2026-07-17 04:11:38,2026-07-17 04:15:46,"262013255386","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433899502","262433630966",2026-07-17 04:11:44,2026-07-17 04:15:46,"262013022532","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433961709","262433180034",2026-07-17 04:11:30,2026-07-17 04:15:45,"262013629515","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433017426","262433642598",2026-07-17 04:11:31,2026-07-17 04:15:45,"262013065899","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433208865","262433704329",2026-07-17 04:11:35,2026-07-17 04:15:46,"262013054988","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433343068","262433732306",2026-07-17 04:11:39,2026-07-17 04:15:46,"262013865840","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433307955","262433794694",2026-07-17 04:11:40,2026-07-17 04:15:46,"262013411568","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433641555","262433597874",2026-07-17 04:11:43,2026-07-17 04:15:46,"262013514032","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433524094","262433860955",2026-07-17 04:11:47,2026-07-17 04:15:46,"262013581070","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433006367","262433978448",2026-07-17 04:11:51,2026-07-17 04:15:46,"262013201659","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433671841","262433179650",2026-07-17 04:11:29,2026-07-17 04:15:45,"262013480393","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433625635","262433561400",2026-07-17 04:11:38,2026-07-17 04:15:46,"262013397025","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433043985","262433732183",2026-07-17 04:11:39,2026-07-17 04:15:46,"262013259517","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433973645","262433697143",2026-07-17 04:11:41,2026-07-17 04:15:46,"262013952047","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433827320","262433620353",2026-07-17 04:11:44,2026-07-17 04:15:46,"262013664853","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433625634","262433800414",2026-07-17 04:11:30,2026-07-17 04:15:45,"262013630160","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433665004","262433778216",2026-07-17 04:11:34,2026-07-17 04:15:46,"262013668908","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433853212","262433792727",2026-07-17 04:11:37,2026-07-17 04:15:46,"262013522721","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433084027","262433186757",2026-07-17 04:11:40,2026-07-17 04:15:46,"262013634555","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433967555","262433433963",2026-07-17 04:11:45,2026-07-17 04:15:46,"262013649672","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433143848","262433442029",2026-07-17 04:11:46,2026-07-17 04:15:46,"262013115497","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433978983","262433671235",2026-07-17 04:11:49,2026-07-17 04:15:46,"262013781568","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433907553","262433119646",2026-07-17 04:11:54,2026-07-17 04:15:46,"262013577270","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433059255","262433828844",2026-07-17 04:11:50,2026-07-17 04:15:46,"262013578595","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433020912","262433395498",2026-07-17 04:11:53,2026-07-17 04:15:46,"262013457060","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262433309261","262433902849",2026-07-17 04:11:53,2026-07-17 04:15:46,"262013244627","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
"2624090090","262483932586","262483548988",2026-07-15 04:07:15,2026-07-15 04:10:27,"262013351886","B ",2026-07-17 00:00:00,"549259295351",2026-07-17 04:19:19,
